PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,Relacionados
422,0,3,0,21.0,0,0,0,2,0,0
423,0,3,0,29.0,0,0,0,0,0,0
424,0,3,1,28.0,1,1,0,0,2,1
425,0,3,0,18.0,1,1,0,0,0,1
426,0,3,0,32.0,0,0,0,0,0,0
427,1,2,1,28.0,1,0,0,0,2,1
428,1,2,1,19.0,0,0,0,0,1,1
429,0,3,0,32.0,0,0,0,2,0,0
430,1,3,0,32.0,0,0,0,0,0,0
431,1,1,0,28.0,0,0,0,0,0,0
432,1,3,1,36.0,1,0,0,0,2,1
433,1,2,1,42.0,1,0,0,0,2,1
434,0,3,0,17.0,0,0,0,0,0,0
435,0,1,0,50.0,1,0,1,0,0,1
436,1,1,1,14.0,1,2,1,0,1,1
437,0,3,1,21.0,2,2,0,0,1,1
438,1,2,1,24.0,2,3,0,0,2,1
439,0,1,0,64.0,1,4,1,0,0,1
440,0,2,0,31.0,0,0,0,0,0,0
441,1,2,1,45.0,1,1,0,0,2,1
442,0,3,0,20.0,0,0,0,0,0,0
443,0,3,0,25.0,1,0,0,0,0,1
444,1,2,1,28.0,0,0,0,0,4,0
445,1,3,0,32.0,0,0,0,0,0,0
446,1,1,0,4.0,0,2,1,0,3,1
447,1,2,1,13.0,0,1,0,0,1,1
448,1,1,0,34.0,0,0,0,0,0,0
449,1,3,1,5.0,2,1,0,1,1,1
450,1,1,0,52.0,0,0,0,0,4,0
451,0,2,0,36.0,1,2,0,0,0,1
452,0,3,0,32.0,1,0,0,0,0,1
453,0,1,0,30.0,0,0,0,1,0,0
454,1,1,0,49.0,1,0,1,1,0,1
455,0,3,0,32.0,0,0,0,0,0,0
456,1,3,0,29.0,0,0,0,1,0,0
457,0,1,0,65.0,0,0,0,0,0,0
458,1,1,1,36.0,1,0,1,0,2,1
459,1,2,1,50.0,0,0,0,0,1,0
460,0,3,0,32.0,0,0,0,2,0,0
461,1,1,0,48.0,0,0,0,0,0,0
462,0,3,0,34.0,0,0,0,0,0,0
463,0,1,0,47.0,0,0,0,0,0,0
464,0,2,0,48.0,0,0,0,0,0,0
465,0,3,0,32.0,0,0,0,0,0,0
466,0,3,0,38.0,0,0,0,0,0,0
467,0,2,0,32.0,0,0,0,0,0,1
468,0,1,0,56.0,0,0,0,0,0,0
469,0,3,0,32.0,0,0,0,2,0,0
470,1,3,1,1.0,2,1,0,1,1,1
471,0,3,0,32.0,0,0,0,0,0,0
472,0,3,0,38.0,0,0,0,0,0,0
473,1,2,1,33.0,1,2,0,0,2,1
474,1,2,1,23.0,0,0,0,1,2,0
475,0,3,1,22.0,0,0,0,0,1,0
476,0,1,0,32.0,0,0,1,0,0,1
477,0,2,0,34.0,1,0,0,0,0,1
478,0,3,0,29.0,1,0,0,0,0,1
479,0,3,0,22.0,0,0,0,0,0,0
480,1,3,1,2.0,0,1,0,0,1,1
481,0,3,0,9.0,5,2,0,0,3,1
482,0,2,0,32.0,0,0,0,0,0,0
483,0,3,0,50.0,0,0,0,0,0,0
484,1,3,1,63.0,0,0,0,0,2,0
485,1,1,0,25.0,1,0,1,1,0,1
486,0,3,1,22.0,3,1,0,0,1,1
487,1,1,1,35.0,1,0,1,0,2,1
488,0,1,0,58.0,0,0,0,1,0,0
489,0,3,0,30.0,0,0,0,0,0,0
490,1,3,0,9.0,1,1,0,0,3,1
491,0,3,0,32.0,1,0,0,0,0,1
492,0,3,0,21.0,0,0,0,0,0,0
493,0,1,0,55.0,0,0,0,0,0,0
494,0,1,0,71.0,0,0,1,1,0,0
495,0,3,0,21.0,0,0,0,0,0,0
496,0,3,0,32.0,0,0,0,1,0,1
497,1,1,1,54.0,1,0,1,1,1,1
498,0,3,0,32.0,0,0,0,0,0,0
499,0,1,1,25.0,1,2,1,0,2,1
500,0,3,0,24.0,0,0,0,0,0,0
501,0,3,0,17.0,0,0,0,0,0,0
502,0,3,1,21.0,0,0,0,2,1,0
503,0,3,1,22.0,0,0,0,2,1,0
504,0,3,1,37.0,0,0,0,0,1,0
505,1,1,1,16.0,0,0,1,0,1,1
506,0,1,0,18.0,1,0,1,1,0,1
507,1,2,1,33.0,0,2,0,0,2,1
508,1,1,0,32.0,0,0,0,0,0,0
509,0,3,0,28.0,0,0,0,0,0,0
510,1,3,0,26.0,0,0,1,0,0,1
511,1,3,0,29.0,0,0,0,2,0,0
512,0,3,0,32.0,0,0,0,0,0,0
513,1,1,0,36.0,0,0,0,0,0,0
514,1,1,1,54.0,1,0,1,1,2,1
515,0,3,0,24.0,0,0,0,0,0,0
516,0,1,0,47.0,0,0,0,0,0,0
517,1,2,1,34.0,0,0,0,0,2,0
518,0,3,0,32.0,0,0,0,2,0,1
519,1,2,1,36.0,1,0,0,0,2,1
520,0,3,0,32.0,0,0,0,0,0,0
521,1,1,1,30.0,0,0,1,0,1,1
522,0,3,0,22.0,0,0,0,0,0,0
523,0,3,0,32.0,0,0,0,1,0,0
524,1,1,1,44.0,0,1,1,1,2,1
525,0,3,0,32.0,0,0,0,1,0,0
526,0,3,0,40.0,0,0,0,2,0,0
527,1,2,1,50.0,0,0,0,0,1,0
528,0,1,0,32.0,0,0,1,0,0,0
529,0,3,0,39.0,0,0,0,0,0,0
530,0,2,0,23.0,2,1,0,0,0,1
531,1,2,1,2.0,1,1,0,0,1,1
532,0,3,0,32.0,0,0,0,1,0,0
533,0,3,0,17.0,1,1,0,1,0,1
534,1,3,1,36.0,0,2,0,1,2,1
535,0,3,1,30.0,0,0,0,0,1,0
536,1,2,1,7.0,0,2,0,0,1,1
537,0,1,0,45.0,0,0,0,0,4,0
538,1,1,1,30.0,0,0,1,1,1,1
539,0,3,0,32.0,0,0,0,0,0,0
540,1,1,1,22.0,0,2,1,1,1,1
541,1,1,1,36.0,0,2,1,0,1,1
542,0,3,1,9.0,4,2,0,0,1,1
543,0,3,1,11.0,4,2,0,0,1,1
544,1,2,0,32.0,1,0,0,0,0,1
545,0,1,0,50.0,1,0,1,1,0,1
546,0,1,0,64.0,0,0,0,0,0,0
547,1,2,1,19.0,1,0,0,0,2,1
548,1,2,0,32.0,0,0,0,1,0,0
549,0,3,0,33.0,1,1,0,0,0,1
550,1,2,0,8.0,1,1,0,0,3,1
551,1,1,0,17.0,0,2,1,1,0,1
552,0,2,0,27.0,0,0,0,0,0,0
553,0,3,0,32.0,0,0,0,2,0,0
554,1,3,0,22.0,0,0,0,1,0,0
555,1,3,1,22.0,0,0,0,0,1,0
556,0,1,0,62.0,0,0,0,0,0,0
557,1,1,1,48.0,1,0,0,1,4,1
558,0,1,0,32.0,0,0,1,1,0,1
559,1,1,1,39.0,1,1,1,0,2,1
560,1,3,1,36.0,1,0,0,0,2,1
561,0,3,0,32.0,0,0,0,2,0,0
562,0,3,0,40.0,0,0,0,0,0,0
563,0,2,0,28.0,0,0,0,0,0,0
564,0,3,0,32.0,0,0,0,0,0,0
565,0,3,1,22.0,0,0,0,0,1,0
566,0,3,0,24.0,2,0,0,0,0,1
567,0,3,0,19.0,0,0,0,0,0,0
568,0,3,1,29.0,0,4,0,0,2,1
569,0,3,0,32.0,0,0,0,1,0,0
570,1,3,0,32.0,0,0,0,0,0,0
571,1,2,0,62.0,0,0,0,0,0,0
572,1,1,1,53.0,2,0,1,0,2,1
573,1,1,0,36.0,0,0,0,0,0,0
574,1,3,1,22.0,0,0,0,2,1,0
575,0,3,0,16.0,0,0,0,0,0,0
576,0,3,0,19.0,0,0,0,0,0,1
577,1,2,1,34.0,0,0,0,0,1,0
578,1,1,1,39.0,1,0,1,0,2,1
579,0,3,1,36.0,1,0,0,1,2,1
580,1,3,0,32.0,0,0,0,0,0,0
